https://www.youtube.com//watch?v=5mDnxft-E5U,247,55,/1325268/1797594/1791433/1697297/2097152/1791994/1883922/2084924/2097152/1888689/1551322/2061063/1783225/1361676/2097152/1732040/2097152/1883839/1977518/1868594/2097152/4096/1776190/1405094/1956618/1835671/2031004/1987094/2097152/1710450/2097152/1410183/2097152/1611683/1997624/1672454/1841493/1983304/1392350/1627592/1460939/1647748/1599542/2031667/1926735/1429116/1978756/1604938/1868931/1442478/2069070/1802050/1900096/1484437/812469,/192.168.32.38.54294>74.125.96.40.443
https://www.youtube.com//watch?v=OxTMWrsM9rE,247,35,/1906101/2067854/1779245/1765852/1951817/1697045/1902586/1728981/2059822/2055092/1937020/1568730/1852655/1929909/1834867/1874421/1957985/2023682/2041003/1839080/1726057/1625138/1738888/1924932/1710643/2035061/1988957/1276057/1403181/1439008/1400911/1417584/2097152/1881121/2048133,/192.168.32.38.59179>173.194.4.199.443/192.168.32.38.59246>173.194.4.199.443/192.168.32.38.62369>173.194.4.199.443
https://www.youtube.com//watch?v=RPPvIT5WfkE,247,59,/1391516/1618899/1787089/1787395/1519837/4096/1313069/1536812/2039791/1631562/1637486/1882869/1992733/1857005/1844800/1898700/1618571/1293875/1782627/1597042/1780247/1605209/1721125/1582663/1945849/1908472/1888412/1797766/1788754/1868507/1771459/1597011/1351570/1829233/1895513/1393369/1827489/1662018/1508303/1665769/1641720/1318821/1674561/1917458/1668582/1715114/1594023/1737926/1313894/1760248/1679014/1907868/1844286/1724225/1349792/1689995/1344736/1606366/576638,/192.168.32.38.57805>74.125.171.41.443
https://www.youtube.com//watch?v=4ozyJX13Tj0,302,66,/1402194/2097152/1617928/2097152/1341901/1715280/1480604/1651780/1398290/1716427/1684605/1732031/1262999/1570266/2097152/1896825/1929373/2097152/2097152/2097152/2097152/2097152/1366069/1841152/2097152/2097152/1771615/1302725/1603897/1741472/2097152/1669797/1927574/1466935/1657962/2070304/1562234/1484022/2008128/1777867/2097152/2097152/1450292/1624837/2070210/1979743/1769274/2097152/1938863/1492967/2097152/1602816/1903637/1953181/1638551/1789246/2097152/1259789/2097152/1705158/2097152/4096/1890054/1741044/2097152/254500,/192.168.32.38.60352>173.194.4.201.443
https://www.youtube.com//watch?v=s32de5_92Bg,247,23,/1185021/1854092/1771086/2050311/1858852/1641394/2053590/1707783/2055281/2016327/1931239/1771297/1990569/1972711/1811990/1929230/1981232/2005339/2025536/1801868/1850750/1654088/878751,/192.168.32.38.60790>74.125.101.137.443/192.168.32.38.56992>74.125.101.137.443/192.168.32.38.54722>74.125.101.137.443
https://www.youtube.com//watch?v=DUak1TOZ3rs,302,6,/2074781/2097152/2097152/2097152/2097152/2097152,/192.168.32.38.62466>74.125.171.42.443
https://www.youtube.com//watch?v=FhpGaQVtOto,247,28,/2036776/1612208/1713648/1778850/2090744/1930224/1879689/1984941/1685077/1839692/1605603/1691596/1771533/1922736/1781819/1359976/1981098/1808705/1715658/1705534/2020846/2089643/1827603/2047995/1730843/2011987/2046436/2007022,/192.168.32.38.56731>172.217.145.70.443
https://www.youtube.com//watch?v=p-4pfydRwLs,302,72,/1913452/1933529/1643280/1646199/2052953/1485303/1307910/1669307/1674255/1806520/2039193/1290364/1500206/1586601/1759915/1538976/1771645/1961361/1615910/1515915/2097152/2097152/2097152/2097152/2097152/1600496/2097152/1648789/2097152/2097152/2097152/2097152/1394850/1741141/1698163/2097152/2097152/2097152/2059897/1723067/1733888/1860726/1374792/1735026/1938276/1664711/1637397/1951489/1841407/1431851/1636146/1296583/1447869/1560648/1431510/1324922/2097152/2044298/1667861/2097152/2012279/1713664/1355157/1689249/1671964/1593667/1564140/1476673/1699370/1640868/2086112/1829114,/192.168.32.38.65183>74.125.96.70.443
https://www.youtube.com//watch?v=9Yomqk0C6kE,302,50,/2097152/2097152/2097152/1605749/1865386/1869699/2097152/1410858/1751489/1819588/1843025/1454635/1681107/1824539/1654300/1403646/1542476/1447307/2097152/2009108/1568920/2063934/2008451/1824768/2097152/1916159/1551483/2097152/2097152/1542596/1617991/2097152/1774703/1590917/1480588/1811954/2009193/1648730/1755907/2097152/1983078/1287180/2097152/1872271/2097152/2097152/2092386/2066582/1881709/1840490,/192.168.32.38.58830>74.125.164.233.443
https://www.youtube.com//watch?v=NtU9l6dGTR4,247,63,/2097152/1791533/2097152/2002011/1318581/2097152/1289419/2097152/1736004/1899884/1473112/2097152/2038710/2097152/1476046/1431793/1785024/1285902/1905264/1590952/1822375/1765907/1502635/1498054/1969974/1734941/1913483/2042844/1932542/2097152/1661263/1375601/1982236/1682925/1657863/1822132/1926527/1819549/2097152/1960387/2097152/1891201/1518438/1938288/1878281/1311611/1589044/1586537/2097152/2097152/1785211/2035235/1439772/2097152/1934350/1430542/2097152/1360059/1875506/1830395/1816470/1601867/1980800,/192.168.32.38.59023>74.125.171.42.443
